연도,시도,시군구,사고[건],사망[명],부상[명],중상자[명],경상자[명],부상신고자[명]
2022,전북,익산시,174,11,173,76,93,4
2022,전남,목포시,251,9,251,92,150,9
2022,전남,여수시,258,3,261,100,153,8
2022,전남,순천시,168,8,165,71,92,2
2022,전남,나주시,66,3,65,29,31,5
2022,전남,광양시,70,1,71,27,39,5
2022,전남,담양군,43,2,44,19,24,1
2022,전남,곡성군,17,2,17,9,8,0
2022,전남,구례군,24,1,23,7,16,0
2022,전남,고흥군,43,2,42,23,17,2
2022,전남,보성군,20,2,20,8,11,1
2022,전남,화순군,37,0,38,14,22,2
2022,전남,장흥군,44,1,43,10,32,1
2022,전남,강진군,36,1,35,20,14,1
2022,전남,해남군,47,4,43,20,21,2
2022,전남,영암군,35,2,35,14,20,1
2022,전남,무안군,43,3,42,20,22,0
2022,전남,함평군,22,4,18,8,8,2
2022,전남,영광군,37,3,36,20,13,3
2022,전남,장성군,24,2,22,11,11,0
2022,전남,완도군,26,1,25,9,15,1
2022,전남,진도군,21,3,19,9,9,1
2022,전남,신안군,13,3,10,9,1,0
2022,경북,포항시,390,10,395,158,212,25
2022,경북,경주시,182,6,181,81,92,8
2022,경북,김천시,72,3,71,33,37,1
2022,경북,안동시,139,9,140,69,61,10
2022,경북,구미시,246,7,249,98,138,13
2022,경북,영주시,74,5,73,42,29,2
2022,경북,영천시,77,5,74,34,36,4
2022,경북,문경시,37,0,40,17,17,6
2022,경북,상주시,52,3,50,23,23,4
2022,경북,군위군,4,0,5,4,1,0
2022,경북,의성군,39,4,39,26,12,1
2022,경북,청송군,12,1,11,7,0,4
2022,경북,영양군,10,1,9,5,3,1
2022,경북,영덕군,30,4,32,18,14,0
2022,경북,청도군,31,1,30,9,19,2
2022,경북,고령군,19,1,19,12,7,0
2022,경북,성주군,41,4,40,17,21,2
2022,경북,칠곡군,77,2,75,25,44,6
2022,경북,예천군,20,0,21,11,10,0
2022,경북,봉화군,14,1,14,7,7,0
2022,경북,울진군,25,1,28,16,11,1
2022,경북,울릉군,7,0,12,6,6,0
2022,경북,경산시,211,7,213,91,122,0
2022,경남,진주시,186,9,184,102,79,3
2022,경남,통영시,133,3,134,60,69,5
2022,경남,김해시,356,12,360,151,190,19
2022,경남,밀양시,82,3,85,42,38,5
2022,경남,거제시,169,6,168,77,78,13
2022,경남,의령군,20,0,20,8,10,2
2022,경남,함안군,31,3,30,16,13,1
2022,경남,창녕군,28,3,27,18,9,0
2022,경남,양산시,188,7,186,75,81,30
2022,경남,고성군,45,1,44,30,13,1
2022,경남,사천시,101,3,101,47,50,4
2022,경남,남해군,33,4,30,16,8,6
2022,경남,하동군,23,1,24,14,9,1
2022,경남,산청군,25,2,23,9,14,0
2022,경남,함양군,44,6,40,24,15,1
2022,경남,거창군,31,2,29,18,11,0
2022,경남,합천군,25,2,27,20,6,1
2022,경남,창원시(통합),610,21,606,240,299,67
2022,제주,제주시,572,13,578,191,348,39
2022,제주,서귀포시,177,5,177,91,66,20
2023,서울,종로구,255,6,265,85,169,11
2023,서울,중구,216,3,218,76,121,21
2023,서울,용산구,209,2,218,72,139,7
2023,서울,성동구,219,3,225,56,152,17
2023,서울,동대문구,385,5,389,139,230,20
2023,서울,성북구,303,5,308,112,168,28
2023,서울,도봉구,134,5,133,51,69,13
2023,서울,은평구,320,6,330,118,187,25
2023,서울,서대문구,224,1,227,82,117,28
2023,서울,마포구,277,5,279,89,158,32
2023,서울,강서구,333,4,336,119,182,35
2023,서울,구로구,339,1,342,107,190,45
2023,서울,영등포구,383,3,394,129,237,28
2023,서울,동작구,326,5,339,105,212,22
2023,서울,관악구,285,4,291,98,178,15
2023,서울,강남구,806,5,829,183,582,64
2023,서울,강동구,295,0,306,101,188,17
2023,서울,송파구,529,6,544,152,340,52
2023,서울,서초구,369,3,380,100,262,18
2023,서울,양천구,286,2,291,96,173,22
2023,서울,중랑구,334,1,344,137,193,14
2023,서울,노원구,273,5,276,70,181,25
2023,서울,광진구,187,3,185,42,127,16
2023,서울,강북구,292,4,296,76,196,24
2023,서울,금천구,229,3,235,98,122,15
2023,부산,중구,91,0,93,33,57,3
2023,부산,서구,129,2,128,43,80,5
2023,부산,동구,128,3,134,50,81,3
2023,부산,영도구,91,3,90,46,40,4
2023,부산,진구,403,2,424,162,248,14
2023,부산,동래구,267,5,268,83,172,13
2023,부산,남구,210,5,213,78,122,13
2023,부산,북구,144,5,144,54,79,11
2023,부산,해운대구,195,5,198,85,105,8
2023,부산,사하구,178,5,175,84,86,5
2023,부산,금정구,221,2,226,88,123,15
2023,부산,강서구,62,0,65,20,40,5
2023,부산,연제구,158,1,161,64,89,8
2023,부산,수영구,197,2,201,70,111,20
2023,부산,사상구,164,6,161,77,75,9
2023,부산,기장군,102,2,106,35,67,4
2023,대구,중구,187,2,195,46,120,29
2023,대구,동구,273,8,279,106,151,22
2023,대구,서구,197,4,198,67,113,18
2023,대구,남구,128,1,135,47,79,9
2023,대구,북구,328,8,327,111,176,40
2023,대구,수성구,336,8,335,103,202,30
2023,대구,달서구,448,3,456,150,282,24
2023,대구,달성군,166,3,174,53,109,12
2023,대구,군위군,8,2,6,5,1,0
2023,인천,중구,106,3,105,39,50,16
2023,인천,동구,30,2,30,15,13,2
2023,인천,미추홀구,287,5,292,92,175,25
2023,인천,부평구,297,3,301,83,174,44
2023,인천,남동구,283,6,291,97,158,36
2023,인천,서구,214,4,215,71,135,9
2023,인천,연수구,116,4,115,48,57,10
2023,인천,계양구,86,3,84,36,48,0
2023,인천,강화군,31,1,32,15,13,4
2023,인천,옹진군,7,0,7,4,3,0
2023,광주,동구,123,2,124,29,91,4
2023,광주,서구,243,2,257,75,172,10
2023,광주,북구,412,7,417,112,278,27
2023,광주,광산구,276,4,282,76,199,7
2023,광주,남구,148,1,156,47,104,5
2023,대전,동구,226,6,231,87,141,3
2023,대전,중구,203,3,207,76,131,0
2023,대전,서구,543,9,554,153,385,16
2023,대전,유성구,213,2,220,65,145,10
2023,대전,대덕구,150,6,153,50,91,12
2023,울산,중구,164,3,169,70,90,9
2023,울산,남구,259,5,261,102,139,20
2023,울산,동구,120,0,122,47,71,4
2023,울산,북구,98,5,98,44,49,5
2023,울산,울주군,111,6,106,44,50,12
2023,세종,세종시,152,3,159,65,70,24
2023,경기,수원시,896,19,912,288,576,48
2023,경기,성남시,639,8,656,211,389,56
2023,경기,의정부시,316,6,318,89,171,58
2023,경기,안양시,236,9,238,111,122,5
2023,경기,부천시,772,12,779,231,494,54
2023,경기,안산시,526,9,543,194,306,43
2023,경기,평택시,521,13,523,153,310,60
2023,경기,광명시,191,6,197,69,106,22
2023,경기,구리시,121,4,124,34,85,5
2023,경기,양주시,140,3,143,40,85,18
2023,경기,여주시,72,2,72,27,42,3
2023,경기,화성시,448,8,457,170,241,46
2023,경기,시흥시,267,6,273,97,148,28
2023,경기,파주시,308,6,312,122,149,41
2023,경기,고양시,578,10,592,174,357,61
2023,경기,광주시,341,5,358,111,223,24
2023,경기,연천군,24,1,23,13,7,3
2023,경기,포천시,75,2,77,36,39,2
2023,경기,가평군,54,2,57,21,32,4
2023,경기,양평군,69,5,65,27,31,7
2023,경기,이천시,147,8,149,61,79,9
2023,경기,용인시,506,6,519,172,289,58
2023,경기,안성시,128,3,132,53,62,17
2023,경기,김포시,265,3,278,94,173,11
2023,경기,동두천시,58,0,60,21,37,2
2023,경기,과천시,18,1,18,6,11,1
2023,경기,군포시,113,3,117,46,63,8
2023,경기,남양주시,353,6,361,125,218,18
2023,경기,오산시,175,4,177,63,88,26
2023,경기,의왕시,52,1,51,29,21,1
2023,경기,하남시,159,1,166,58,84,24
2023,강원,춘천시,235,4,244,77,119,48
2023,강원,원주시,231,11,234,91,132,11
2023,강원,동해시,74,1,77,38,37,2
2023,강원,강릉시,171,7,167,78,87,2
2023,강원,속초시,68,2,73,47,25,1
2023,강원,태백시,46,0,46,17,25,4
2023,강원,삼척시,43,3,40,18,21,1
2023,강원,홍천군,37,2,35,14,20,1
2023,강원,횡성군,31,5,27,13,12,2
2023,강원,영월군,25,2,23,10,8,5
2023,강원,평창군,16,1,17,9,8,0
2023,강원,정선군,24,1,24,9,15,0
2023,강원,철원군,24,1,26,10,14,2
2023,강원,화천군,6,0,6,2,4,0
2023,강원,양구군,15,0,15,10,4,1
2023,강원,인제군,18,2,16,9,7,0
2023,강원,고성군,11,0,11,7,4,0
2023,강원,양양군,28,0,29,10,18,1
2023,충북,청주시,627,14,642,265,336,41
2023,충북,충주시,148,6,144,56,88,0
2023,충북,제천시,92,4,90,40,38,12
2023,충북,보은군,20,1,20,10,10,0
2023,충북,옥천군,20,0,20,13,7,0
2023,충북,영동군,27,1,27,20,6,1
2023,충북,진천군,60,2,63,35,27,1
2023,충북,괴산군,18,2,17,8,8,1
2023,충북,음성군,46,9,39,14,23,2
2023,충북,단양군,16,1,17,8,9,0
2023,충북,증평군,47,1,48,21,19,8
2023,충남,천안시,587,18,594,207,315,72
2023,충남,아산시,201,5,203,77,119,7
2023,충남,보령시,82,4,82,49,32,1
2023,충남,공주시,82,5,81,41,40,0
2023,충남,서산시,137,9,130,62,58,10
2023,충남,금산군,29,1,29,15,14,0
2023,충남,태안군,37,0,37,19,18,0
2023,충남,논산시,56,5,53,36,15,2
2023,충남,부여군,42,5,38,30,8,0
2023,충남,서천군,38,3,39,15,23,1
2023,충남,청양군,17,2,15,6,8,1
2023,충남,홍성군,51,3,50,24,19,7
2023,충남,예산군,74,2,74,36,38,0
2023,충남,당진시,116,2,118,45,73,0
2023,충남,계룡시,12,0,12,4,8,0
2023,전북,전주시,456,8,474,225,245,4
2023,전북,군산시,199,8,200,66,102,32
2023,전북,정읍시,80,3,81,41,36,4
2023,전북,남원시,65,8,60,34,25,1
2023,전북,김제시,58,4,59,33,26,0
2023,전북,완주군,40,9,35,17,17,1
2023,전북,진안군,13,3,11,6,5,0
2023,전북,무주군,9,1,9,5,4,0
2023,전북,장수군,16,3,13,8,5,0
2023,전북,임실군,10,1,9,6,3,0
2023,전북,순창군,14,1,13,12,1,0
2023,전북,고창군,29,6,23,13,10,0
2023,전북,부안군,35,1,34,17,17,0
2023,전북,익산시,183,5,184,79,102,3
2023,전남,목포시,195,4,202,75,125,2
2023,전남,여수시,264,7,278,104,162,12
2023,전남,순천시,205,6,212,82,128,2
2023,전남,나주시,59,4,60,22,38,0
2023,전남,광양시,92,4,93,43,47,3
2023,전남,담양군,34,1,36,13,21,2
2023,전남,곡성군,11,0,12,4,8,0
2023,전남,구례군,8,1,8,4,3,1
2023,전남,고흥군,45,2,45,22,23,0
2023,전남,보성군,26,4,22,6,15,1
2023,전남,화순군,41,3,40,14,24,2
2023,전남,장흥군,44,2,42,22,17,3
2023,전남,강진군,38,5,34,14,20,0
2023,전남,해남군,38,4,38,19,18,1
2023,전남,영암군,41,5,38,14,24,0
2023,전남,무안군,39,2,41,22,15,4
2023,전남,함평군,22,0,23,9,13,1
2023,전남,영광군,36,0,37,22,9,6
2023,전남,장성군,25,3,25,14,11,0
2023,전남,완도군,38,2,37,18,19,0
2023,전남,진도군,26,3,23,16,7,0
2023,전남,신안군,19,3,17,7,9,1
2023,경북,포항시,442,7,456,167,258,31
2023,경북,경주시,220,8,228,110,103,15
2023,경북,김천시,85,2,90,48,37,5
2023,경북,안동시,141,2,142,66,68,8
2023,경북,구미시,239,5,247,103,135,9
2023,경북,영주시,59,6,55,33,20,2
2023,경북,영천시,91,7,89,39,45,5
2023,경북,문경시,50,1,52,24,24,4
2023,경북,상주시,68,6,64,40,21,3
2023,경북,군위군,9,1,9,6,3,0
2023,경북,의성군,32,0,35,18,17,0
2023,경북,청송군,20,1,19,10,7,2
2023,경북,영양군,11,1,10,6,4,0
2023,경북,영덕군,33,1,32,11,20,1
2023,경북,청도군,26,2,26,11,15,0
2023,경북,고령군,23,1,25,11,14,0
2023,경북,성주군,28,3,25,10,15,0
2023,경북,칠곡군,55,2,56,24,31,1
2023,경북,예천군,28,0,28,16,12,0
2023,경북,봉화군,20,1,19,10,8,1
2023,경북,울진군,33,1,33,11,15,7
2023,경북,울릉군,9,0,9,2,7,0
2023,경북,경산시,202,7,200,85,113,2
2023,경남,진주시,178,5,178,94,72,12
2023,경남,통영시,145,2,150,54,87,9
2023,경남,김해시,357,7,361,158,176,27
2023,경남,밀양시,71,0,74,34,30,10
2023,경남,거제시,159,7,157,64,81,12
2023,경남,의령군,16,0,17,8,9,0
2023,경남,함안군,41,3,39,21,16,2
2023,경남,창녕군,37,6,33,25,8,0
2023,경남,양산시,193,7,197,90,88,19
2023,경남,고성군,42,2,42,31,11,0
2023,경남,사천시,107,4,107,51,51,5
2023,경남,남해군,36,3,34,26,5,3
2023,경남,하동군,37,4,33,16,17,0
2023,경남,산청군,31,2,29,18,8,3
2023,경남,함양군,35,4,33,17,11,5
2023,경남,거창군,42,3,40,30,9,1
2023,경남,합천군,32,3,32,20,10,2
2023,경남,창원시(통합),691,26,691,290,330,71
2023,제주,제주시,545,10,550,189,323,38
2023,제주,서귀포시,182,6,186,86,84,16
2024,서울,종로구,227,4,233,78,135,20
2024,서울,중구,241,15,245,83,138,24
2024,서울,용산구,174,2,180,63,114,3
2024,서울,성동구,196,2,194,63,114,17
2024,서울,동대문구,339,3,348,113,214,21
2024,서울,성북구,304,4,306,99,181,26
2024,서울,도봉구,152,4,158,54,93,11
2024,서울,은평구,351,1,360,120,211,29
2024,서울,서대문구,240,3,252,71,156,25
2024,서울,마포구,240,5,240,67,151,22
2024,서울,강서구,356,6,359,124,205,30
2024,서울,구로구,315,5,319,99,203,17
2024,서울,영등포구,337,5,338,112,191,35
2024,서울,동작구,331,2,337,102,211,24
2024,서울,관악구,366,8,368,81,268,19
2024,서울,강남구,821,5,837,219,553,65
2024,서울,강동구,357,2,364,109,234,21
2024,서울,송파구,493,13,493,127,325,41
2024,서울,서초구,323,8,326,109,210,7
2024,서울,양천구,291,3,309,93,177,39
2024,서울,중랑구,298,5,302,94,179,29
2024,서울,노원구,272,3,280,87,167,26
2024,서울,광진구,190,3,189,50,124,15
2024,서울,강북구,268,4,278,89,167,22
2024,서울,금천구,188,2,194,49,131,14
2024,부산,중구,86,0,88,32,53,3
2024,부산,서구,97,0,101,49,47,5
2024,부산,동구,110,3,107,39,63,5
2024,부산,영도구,100,4,99,47,51,1
2024,부산,진구,388,5,395,156,223,16
2024,부산,동래구,224,4,227,83,136,8
2024,부산,남구,211,4,209,66,122,21
2024,부산,북구,157,7,155,69,75,11
2024,부산,해운대구,186,4,188,91,86,11
2024,부산,사하구,234,5,234,104,118,12
2024,부산,금정구,246,2,250,112,117,21
2024,부산,강서구,52,3,51,23,24,4
2024,부산,연제구,179,1,183,79,93,11
2024,부산,수영구,233,4,243,96,127,20
2024,부산,사상구,154,4,154,87,63,4
2024,부산,기장군,115,3,119,52,64,3
2024,대구,중구,180,2,179,51,97,31
2024,대구,동구,264,2,271,108,131,32
2024,대구,서구,172,4,169,59,82,28
2024,대구,남구,119,2,122,40,71,11
2024,대구,북구,313,9,318,119,158,41
2024,대구,수성구,300,3,301,103,174,24
2024,대구,달서구,423,5,430,139,275,16
2024,대구,달성군,137,3,143,48,77,18
2024,대구,군위군,10,1,9,5,4,0
2024,인천,중구,100,0,105,35,52,18
2024,인천,동구,38,0,38,17,17,4
2024,인천,미추홀구,298,10,293,82,185,26
2024,인천,부평구,313,4,326,83,205,38
2024,인천,남동구,297,9,303,89,157,57
2024,인천,서구,240,10,245,87,144,14
2024,인천,연수구,98,2,99,32,59,8
2024,인천,계양구,95,4,94,38,56,0
2024,인천,강화군,46,2,46,15,28,3
2024,인천,옹진군,7,1,6,3,2,1
2024,광주,동구,125,4,132,38,88,6
2024,광주,서구,234,3,238,84,142,12
2024,광주,북구,350,7,355,85,246,24
2024,광주,광산구,265,6,277,81,187,9
2024,광주,남구,153,1,160,53,100,7
2024,대전,동구,212,2,219,81,130,8
2024,대전,중구,207,3,210,59,150,1
2024,대전,서구,429,3,454,117,324,13
2024,대전,유성구,218,5,223,76,140,7
2024,대전,대덕구,154,7,153,61,87,5
2024,울산,중구,167,4,165,58,94,13
2024,울산,남구,273,13,272,110,137,25
2024,울산,동구,112,1,114,52,55,7
2024,울산,북구,92,1,96,45,47,4
2024,울산,울주군,114,7,118,54,49,15
2024,세종,세종시,166,3,168,41,104,23
2024,경기,수원시,893,14,916,288,570,58
2024,경기,성남시,646,12,666,206,385,75
2024,경기,의정부시,308,6,312,84,162,66
2024,경기,안양시,221,3,221,98,115,8
2024,경기,부천시,696,6,718,200,467,51
2024,경기,안산시,480,8,485,159,272,54
2024,경기,평택시,438,9,445,151,238,56
2024,경기,광명시,201,4,201,60,124,17
2024,경기,구리시,136,1,137,45,89,3
2024,경기,양주시,164,2,167,55,87,25
2024,경기,여주시,77,3,74,26,44,4
2024,경기,화성시,552,13,559,171,314,74
2024,경기,시흥시,263,8,263,100,118,45
2024,경기,파주시,286,6,293,121,132,40
2024,경기,고양시,573,10,600,230,307,63
2024,경기,광주시,345,9,349,110,212,27
2024,경기,연천군,32,0,35,18,16,1
2024,경기,포천시,71,0,83,35,47,1
2024,경기,가평군,49,5,47,15,28,4
2024,경기,양평군,86,3,87,33,48,6
2024,경기,이천시,160,2,165,64,91,10
2024,경기,용인시,504,13,508,168,291,49
2024,경기,안성시,117,10,109,41,57,11
2024,경기,김포시,251,4,257,96,142,19
2024,경기,동두천시,73,0,77,24,46,7
2024,경기,과천시,27,1,27,11,12,4
2024,경기,군포시,123,2,125,59,63,3
2024,경기,남양주시,358,11,360,114,220,26
2024,경기,오산시,169,4,173,60,87,26
2024,경기,의왕시,51,0,52,26,26,0
2024,경기,하남시,197,3,198,65,113,20
2024,강원,춘천시,218,8,219,76,96,47
2024,강원,원주시,177,7,180,80,91,9
2024,강원,동해시,54,2,57,28,27,2
2024,강원,강릉시,126,2,128,60,68,0
2024,강원,속초시,73,2,82,42,40,0
2024,강원,태백시,43,1,42,14,25,3
2024,강원,삼척시,44,2,44,21,23,0
2024,강원,홍천군,29,1,30,18,10,2
2024,강원,횡성군,22,1,22,8,13,1
2024,강원,영월군,30,1,29,12,14,3
2024,강원,평창군,19,2,17,8,9,0
2024,강원,정선군,26,2,26,12,13,1
2024,강원,철원군,15,1,15,6,9,0
2024,강원,화천군,15,0,15,8,6,1
2024,강원,양구군,11,1,10,4,5,1
2024,강원,인제군,7,1,6,4,2,0
2024,강원,고성군,14,3,12,4,6,2
2024,강원,양양군,32,2,32,17,15,0
2024,충북,청주시,563,12,568,208,323,37
2024,충북,충주시,138,3,138,55,83,0
2024,충북,제천시,128,3,138,45,82,11
2024,충북,보은군,19,2,18,10,8,0
2024,충북,옥천군,26,3,23,14,9,0
2024,충북,영동군,42,0,42,17,24,1
2024,충북,진천군,62,2,62,24,38,0
2024,충북,괴산군,21,2,19,6,12,1
2024,충북,음성군,70,3,73,31,34,8
2024,충북,단양군,24,0,25,11,13,1
2024,충북,증평군,26,3,24,8,15,1
2024,충남,천안시,578,18,586,185,319,82
2024,충남,아산시,197,14,199,101,93,5
2024,충남,보령시,73,2,75,35,39,1
2024,충남,공주시,80,6,79,33,43,3
2024,충남,서산시,134,4,133,73,58,2
2024,충남,금산군,38,2,37,23,14,0
2024,충남,태안군,48,2,46,30,14,2
2024,충남,논산시,63,4,64,35,28,1
2024,충남,부여군,60,4,58,39,19,0
2024,충남,서천군,47,1,50,19,29,2
2024,충남,청양군,19,1,18,9,9,0
2024,충남,홍성군,73,1,72,34,35,3
2024,충남,예산군,59,4,58,33,23,2
2024,충남,당진시,113,5,112,35,75,2
2024,충남,계룡시,12,0,12,4,8,0
2024,전북,전주시,450,13,455,199,252,4
2024,전북,군산시,234,14,229,71,127,31
2024,전북,정읍시,80,7,75,35,38,2
2024,전북,남원시,60,2,61,40,19,2
2024,전북,김제시,69,3,70,36,33,1
2024,전북,완주군,42,5,40,23,16,1
2024,전북,진안군,11,1,10,7,2,1
2024,전북,무주군,14,1,13,8,5,0
2024,전북,장수군,10,0,11,8,3,0
2024,전북,임실군,14,2,12,4,6,2
2024,전북,순창군,12,1,11,7,4,0
2024,전북,고창군,31,4,28,14,14,0
2024,전북,부안군,35,2,33,21,12,0
2024,전북,익산시,179,9,182,80,96,6
2024,전남,목포시,205,7,208,69,134,5
2024,전남,여수시,223,3,230,99,115,16
2024,전남,순천시,191,13,188,93,87,8
2024,전남,나주시,67,5,65,21,44,0
2024,전남,광양시,78,1,84,30,50,4
2024,전남,담양군,24,6,19,9,9,1
2024,전남,곡성군,18,2,16,8,8,0
2024,전남,구례군,25,2,25,8,17,0
2024,전남,고흥군,39,2,38,27,11,0
2024,전남,보성군,33,0,36,18,18,0
2024,전남,화순군,51,2,51,24,26,1
2024,전남,장흥군,36,3,35,16,14,5
2024,전남,강진군,30,0,30,9,17,4
2024,전남,해남군,47,4,46,16,29,1
2024,전남,영암군,32,5,28,13,12,3
2024,전남,무안군,54,2,55,27,24,4
2024,전남,함평군,22,1,22,9,9,4
2024,전남,영광군,41,0,41,18,20,3
2024,전남,장성군,25,5,21,10,10,1
2024,전남,완도군,22,2,22,9,13,0
2024,전남,진도군,17,1,16,12,4,0
2024,전남,신안군,11,3,8,6,2,0
2024,경북,포항시,410,5,427,160,246,21
2024,경북,경주시,175,7,170,90,72,8
2024,경북,김천시,80,4,82,52,26,4
2024,경북,안동시,123,3,125,52,51,22
2024,경북,구미시,224,10,226,101,112,13
2024,경북,영주시,55,2,53,33,17,3
2024,경북,영천시,100,7,94,47,44,3
2024,경북,문경시,42,2,41,15,24,2
2024,경북,상주시,58,8,50,28,22,0
2024,경북,군위군,-,-,-,-,-,-
2024,경북,의성군,41,7,36,17,19,0
2024,경북,청송군,25,0,25,13,12,0
2024,경북,영양군,16,0,16,4,10,2
2024,경북,영덕군,31,1,30,13,16,1
2024,경북,청도군,27,0,27,18,8,1
2024,경북,고령군,16,1,16,10,6,0
2024,경북,성주군,20,5,16,5,11,0
2024,경북,칠곡군,62,1,66,30,35,1
2024,경북,예천군,25,2,24,12,12,0
2024,경북,봉화군,13,1,12,7,3,2
2024,경북,울진군,28,1,30,17,7,6
2024,경북,울릉군,3,0,3,2,1,0
2024,경북,경산시,216,3,224,88,130,6
2024,경남,진주시,181,4,184,114,60,10
2024,경남,통영시,150,2,158,67,77,14
2024,경남,김해시,338,11,344,164,160,20
2024,경남,밀양시,90,7,85,48,25,12
2024,경남,거제시,175,2,186,79,100,7
2024,경남,의령군,22,0,24,14,10,0
2024,경남,함안군,42,2,41,24,12,5
2024,경남,창녕군,43,1,43,27,13,3
2024,경남,양산시,196,6,196,86,92,18
2024,경남,고성군,32,1,32,18,12,2
2024,경남,사천시,115,4,116,48,59,9
2024,경남,남해군,32,3,30,24,3,3
2024,경남,하동군,27,1,26,18,7,1
2024,경남,산청군,13,1,13,10,3,0
2024,경남,함양군,32,2,33,17,12,4
2024,경남,거창군,36,1,38,23,14,1
2024,경남,합천군,24,0,28,12,10,6
2024,경남,창원시(통합),654,18,660,269,305,86
2024,제주,제주시,610,15,609,192,373,44
2024,제주,서귀포시,194,11,191,76,102,13
